,tag_1,tag_2,count
320240,garage,00s,37
320260,garage,All,18
320292,garage,Garage Punk,18
320293,garage,Garage Rock,62
320299,garage,House,48
320310,garage,Lo-Fi,21
320339,garage,Psychedelic Rock,15
320364,garage,UK,24
320365,garage,UK Garage,18
320367,garage,USA,21
320368,garage,United Kingdom,15
320373,garage,alternative,62
320378,garage,alternative rock,53
320381,garage,american,42
320402,garage,blues,19
320403,garage,blues rock,20
320410,garage,british,66
320425,garage,classic rock,19
320433,garage,dance,15
320445,garage,deep house,42
320457,garage,electronic,62
320458,garage,electronica,18
320464,garage,english,24
320466,garage,experimental,16
320473,garage,female vocalists,25
320490,garage,garage rock revival,24
320505,garage,hard rock,21
320514,garage,indie,66
320515,garage,indie pop,20
320518,garage,indie rock,56
320548,garage,male vocalists,17
320588,garage,pop,29
320598,garage,post-punk,25
320609,garage,psychedelic,16
320611,garage,punk,42
320613,garage,punk rock,28
320623,garage,rock,62
320785,garage pop,Lo-Fi,55
320808,garage pop,beach rock,49
320826,garage pop,female vocalists,52
320835,garage pop,indie,56
320836,garage pop,indie pop,18
320838,garage pop,indie rock,17
320871,garage pop,surf rock,17
320879,garage rock revival,00s,28
320896,garage rock revival,Garage Rock,31
320938,garage rock revival,alternative,31
320939,garage rock revival,alternative rock,30
320940,garage rock revival,american,19
320981,garage rock revival,garage,24
320991,garage rock revival,indie,31
320994,garage rock revival,indie rock,31
321021,garage rock revival,post-punk,17
321026,garage rock revival,punk,18
321029,garage rock revival,rock,31
321685,genius,00s,22
321693,genius,60s,23
321694,genius,70s,32
321696,genius,80s,28
321697,genius,90s,33
321710,genius,Avant-Garde,21
321738,genius,Experimental Rock,19
321821,genius,Progressive rock,19
321855,genius,UK,21
321856,genius,USA,24
321872,genius,acoustic,20
321877,genius,alternative,101
321883,genius,alternative rock,37
321887,genius,ambient,15
321889,genius,american,34
321897,genius,art rock,18
321931,genius,blues,24
321940,genius,british,74
321944,genius,britpop,61
321958,genius,classic,18
321960,genius,classic rock,38
322004,genius,electronic,35
322010,genius,english,18
322015,genius,experimental,58
322017,genius,favorites,19
322033,genius,folk,31
322036,genius,folk rock,17
322074,genius,guitar,17
322097,genius,indie,94
322101,genius,indie rock,28
322104,genius,instrumental,15
322113,genius,jazz,19
322133,genius,legend,23
322151,genius,male vocalists,39
322197,genius,oldies,18
322216,genius,pop,47
322218,genius,pop rock,17
322234,genius,psychedelic,25
322255,genius,rock,68
322272,genius,singer-songwriter,72
323512,georgia,alternative,18
323519,georgia,american,24
323603,georgia,indie,16
323645,georgia,pop,18
323665,georgia,rock,16
323832,german,00s,19
323841,german,80s,25
323851,german,BPitch Control,35
323860,german,Classical,53
323874,german,Experimental-Ambient,15
323888,german,House,55
323919,german,Power metal,30
323938,german,alternative,100
323941,german,alternative rock,50
323942,german,ambient,42
323943,german,ambient piano,15
323948,german,atmospheric,17
323953,german,baroque,21
323964,german,blues,41
323974,german,chillout,26
323977,german,cinematic,15
323979,german,classic rock,17
323985,german,composer,23
323986,german,composers,31
323988,german,contemporary classical,17
323990,german,contemporary piano,15
323995,german,dance,115
324004,german,deep house,32
324007,german,dj,16
324016,german,dubstep,22
324021,german,electro,154
324022,german,electro house,32
324028,german,electronic,218
324030,german,electronica,133
324031,german,electropop,23
324037,german,ethereal,17
324039,german,experimental,53
324043,german,female vocalists,49
324046,german,folk,20
324056,german,germany,56
324058,german,glitch,23
324065,german,hard rock,46
324067,german,heavy metal,56
324071,german,idm,24
324073,german,indie,68
324075,german,indie folk,16
324077,german,indie rock,51
324081,german,industrial,65
324082,german,industrial metal,58
324085,german,instrumental,55
324094,german,krautrock,22
324108,german,melancholic,15
324109,german,melancholy,15
324111,german,metal,108
324114,german,minimal,87
324115,german,minimal ambient,15
324117,german,minimal piano,15
324119,german,minimalism,15
324120,german,minimalist,15
324125,german,modern classical,15
324126,german,modern composition,15
324137,german,neo-classical,15
324138,german,neoclassical,15
324141,german,new age,16
324160,german,piano,27
324161,german,piano ambient,15
324165,german,pop,31
324169,german,post-classical,15
324186,german,reggae,42
324190,german,rock,116
324204,german,singer-songwriter,50
324211,german,speed metal,30
324220,german,synthpop,41
324225,german,techno,35
324248,germany,00s,16
324263,germany,BPitch Control,21
324284,germany,House,22
324314,germany,alternative,22
324346,germany,dance,25
324350,germany,deep house,19
324353,germany,dj,15
324361,germany,electro,28
324362,germany,electro house,16
324368,germany,electronic,39
324370,germany,electronica,25
324371,germany,electropop,20
324388,germany,german,56
324396,germany,indie,18
324400,germany,indie rock,16
324424,germany,minimal,25
324455,germany,pop,15
324469,germany,rock,18
325363,girl group,1d,19
325402,girl group,Fifth Harmony,27
325407,girl group,Girl Groups,37
325414,girl group,Hip-Hop,15
325448,girl group,Selena Gomez,21
325457,girl group,USA,15
325458,girl group,United States,17
325459,girl group,X factor,22
325472,girl group,american,36
325501,girl group,dance,31
325530,girl group,female vocalists,45
325542,girl group,girlband,29
325608,girl group,one direction,22
325615,girl group,pisam no E3,22
325616,girl group,pop,45
325630,girl group,rnb,25
325637,girl group,sexy,16
325968,girlband,1d,19
325999,girlband,Fifth Harmony,24
326004,girlband,Girl Groups,56
326041,girlband,Selena Gomez,21
326050,girlband,United States,36
326051,girlband,X factor,19
326064,girlband,american,56
326088,girlband,dance,75
326112,girlband,female vocalists,72
326121,girlband,girl group,29
326176,girlband,one direction,19
326182,girlband,pisam no E3,19
326183,girlband,pop,83
326189,girlband,r&b,21
326193,girlband,rnb,21
326549,glam,70s,67
326550,glam,80s,48
326555,glam,90s,15
326608,glam,Progressive rock,25
326628,glam,alternative,46
326631,glam,alternative rock,21
326634,glam,american,27
326638,glam,art rock,32
326648,glam,british,55
326659,glam,classic rock,70
326662,glam,dance,16
326678,glam,electronic,26
326679,glam,electronica,16
326687,glam,experimental,19
326704,glam,glam rock,85
326713,glam,hard rock,22
326722,glam,indie,28
326740,glam,male vocalists,23
326756,glam,new wave,31
326765,glam,pop,60
326771,glam,proto-punk,18
326772,glam,psychedelic,16
326781,glam,rock,87
326789,glam,singer-songwriter,22
326938,glam rock,00s,17
326946,glam rock,70s,147
326949,glam rock,80s,235
326953,glam rock,90s,35
326977,glam rock,Disco,19
326991,glam rock,Garage Rock,17
326993,glam rock,Glam Metal,42
327039,glam rock,Progressive rock,36
327041,glam rock,Psychedelic Rock,18
327050,glam rock,Shock Rock,20
327061,glam rock,UK,23
327062,glam rock,USA,25
327072,glam rock,alternative,161
327075,glam rock,alternative rock,38
327077,glam rock,american,67
327081,glam rock,art rock,60
327098,glam rock,british,102
327108,glam rock,classic rock,432
327111,glam rock,dance,67
327130,glam rock,electronic,87
327134,glam rock,electronica,23
327142,glam rock,english,16
327145,glam rock,experimental,35
327167,glam rock,glam,85
327180,glam rock,hair metal,45
327182,glam rock,hard rock,195
327184,glam rock,heavy metal,92
327190,glam rock,indie,64
327195,glam rock,indie rock,23
327216,glam rock,male vocalists,48
327226,glam rock,metal,52
327244,glam rock,new wave,87
327266,glam rock,pop,143
327268,glam rock,pop rock,25
327271,glam rock,post-punk,18
327275,glam rock,proto-punk,76
327277,glam rock,psychedelic,26
327281,glam rock,punk,34
327282,glam rock,punk rock,22
327289,glam rock,rock,498
327295,glam rock,singer-songwriter,76
327438,glasgow,Scottish,19
327442,glasgow,UK,15
327445,glasgow,alternative,19
327457,glasgow,british,19
327493,glasgow,indie,19
327496,glasgow,indie pop,16
327497,glasgow,indie rock,16
327512,glasgow,pop,16
327520,glasgow,rock,17
327521,glasgow,scotland,18
327697,glee,Glee Cast,56
327707,glee,Soundtrack,100
327717,glee,american,16
327723,glee,cover,62
327732,glee,female vocalists,15
327750,glee,musical,100
327755,glee,pop,37
327943,glitch,BPitch Control,29
327972,glitch,Hip-Hop,67
327980,glitch,Lo-Fi,53
327998,glitch,UK,15
328005,glitch,abstract,25
328007,glitch,abstract hip-hop,27
328012,glitch,alternative,27
328016,glitch,ambient,111
328020,glitch,american,31
328021,glitch,anticon,18
328034,glitch,beats,19
328047,glitch,british,48
328056,glitch,chill,15
328057,glitch,chillout,46
328059,glitch,chillwave,37
328067,glitch,dance,22
328079,glitch,downtempo,63
328084,glitch,dubstep,48
328087,glitch,electro,69
328095,glitch,electronic,298
328097,glitch,electronica,107
328098,glitch,electropop,20
328108,glitch,experimental,147
328110,glitch,experimental hip-hop,22
328132,glitch,german,23
328135,glitch,glitch hop,22
328137,glitch,glitch-hop,138
328146,glitch,hip hop,21
328151,glitch,idm,184
328152,glitch,indie,51
328157,glitch,indie pop,17
328159,glitch,indietronica,32
328164,glitch,instrumental,31
328166,glitch,instrumental hip-hop,24
328194,glitch,minimal,35
328209,glitch,new rave,36
328223,glitch,pop,18
328232,glitch,psychedelic,20
328271,glitch,synthpop,16
328274,glitch,techno,66
328284,glitch,trip-hop,29
328303,glitch,wonky,33
328328,glitch hop,Hip-Hop,21
328350,glitch hop,abstract hip-hop,15
328356,glitch hop,ambient,17
328357,glitch hop,american,18
328374,glitch hop,downtempo,17
328377,glitch hop,dubstep,17
328382,glitch hop,electronic,27
328384,glitch hop,electronica,22
328387,glitch hop,experimental,20
328398,glitch hop,glitch,22
328400,glitch hop,glitch-hop,22
328420,glitch hop,idm,23
328548,glitch pop,alternative,15
328609,glitch pop,electronic,29
328610,glitch pop,electronica,21
328611,glitch pop,electropop,20
328620,glitch pop,experimental,18
328623,glitch pop,female vocalists,18
328651,glitch pop,indie,28
328655,glitch pop,indie pop,20
328659,glitch pop,indietronica,17
328689,glitch pop,pop,21
328724,glitch pop,synthpop,20
328732,glitch pop,trip-hop,15
328785,glitch-hop,Hip-Hop,73
328792,glitch-hop,Lo-Fi,74
328807,glitch-hop,abstract,67
328809,glitch-hop,abstract hip-hop,27
328815,glitch-hop,ambient,110
328816,glitch-hop,american,23
328817,glitch-hop,anticon,18
328824,glitch-hop,beats,18
328836,glitch-hop,chillout,35
328838,glitch-hop,chillwave,37
328845,glitch-hop,downtempo,50
328848,glitch-hop,dubstep,31
328854,glitch-hop,electronic,259
328859,glitch-hop,electronica,43
328865,glitch-hop,experimental,133
328868,glitch-hop,experimental hip-hop,62
328886,glitch-hop,glitch,138
328887,glitch-hop,glitch hop,22
328900,glitch-hop,hip hop,28
328905,glitch-hop,idm,93
328906,glitch-hop,indie,17
328918,glitch-hop,instrumental,22
328920,glitch-hop,instrumental hip-hop,34
328991,glitch-hop,trip-hop,24
329009,glitch-hop,wonky,36
329060,glo-fi,Lo-Fi,55
329070,glo-fi,ambient,67
329072,glo-fi,american,26
329083,glo-fi,chillout,18
329084,glo-fi,chillwave,140
329091,glo-fi,dream pop,49
329094,glo-fi,dubstep,35
329096,glo-fi,electronic,111
329097,glo-fi,electronica,55
329101,glo-fi,experimental,27
329116,glo-fi,idm,21
329118,glo-fi,indie,52
329120,glo-fi,indie pop,15
329139,glo-fi,psychedelic,53
329197,goa,electronic,46
329227,goa,psychedelic,46
329228,goa,psychedelic trance,18
329229,goa,psytrance,45
329236,goa,trance,46
329241,god,80s,23
329317,god,classic rock,15
329350,god,guitar,22
329354,god,hard rock,23
329395,god,rock,27
330573,good music,Hip-Hop,33
330602,good music,big sean,25
330642,good music,hip hop,33
330680,good music,rap,33
331127,gospel,60s,27
331201,gospel,american,28
331220,gospel,blues,35
331260,gospel,female vocalists,16
331264,gospel,funk,15
331286,gospel,jazz,24
331300,gospel,male vocalists,21
331312,gospel,oldies,48
331318,gospel,pop,25
331328,gospel,r&b,17
331334,gospel,rhythm and blues,48
331335,gospel,rnb,41
331336,gospel,rock,17
331346,gospel,singer-songwriter,18
331352,gospel,soul,59
331404,goth,80s,66
331419,goth,Gothic,65
331421,goth,Gothic Rock,50
331435,goth,Post punk,20
331452,goth,alternative,53
331455,goth,alternative rock,43
331470,goth,british,34
331477,goth,dark,17
331481,goth,darkwave,17
331505,goth,female vocalists,20
331529,goth,indie,31
331554,goth,new wave,63
331563,goth,pop,19
331567,goth,post-punk,66
331570,goth,punk,26
331574,goth,rock,50
333312,green man 2014,All,15
333337,green man 2014,acoustic,15
333340,green man 2014,alternative,26
333348,green man 2014,british,44
333363,green man 2014,female vocalists,15
333365,green man 2014,folk,48
333377,green man 2014,indie,48
333379,green man 2014,indie pop,23
333412,green man 2014,under 2000 listeners,22
334272,groove,alternative,16
334295,groove,chillout,16
334307,groove,dance,17
334322,groove,electronic,16
334343,groove,funk,19
334345,groove,funky,16
334408,groove,pop,21
334422,groove,rnb,15
334424,groove,rock,15
334431,groove,soul,18
334607,groove metal,Nu Metal,25
334614,groove metal,Power metal,21
334638,groove metal,alternative metal,21
334640,groove metal,american,32
334650,groove metal,death metal,68
334660,groove metal,hard rock,31
334661,groove metal,hardcore,61
334662,groove metal,heavy metal,143
334678,groove metal,metal,290
334680,groove metal,metalcore,209
334701,groove metal,rock,38
334712,groove metal,thrash,18
334713,groove metal,thrash metal,256
334730,groovy,70s,17
334733,groovy,80s,21
334735,groovy,90s,19
334739,groovy,All,25
334753,groovy,Classical,15
334800,groovy,Mellow,15
334841,groovy,Soundtrack,26
334854,groovy,acoustic,53
334856,groovy,alternative,67
334858,groovy,alternative rock,28
334861,groovy,american,34
334895,groovy,blues,32
334905,groovy,chill,16
334907,groovy,chillout,24
334909,groovy,classic rock,33
334920,groovy,dance,18
334948,groovy,electronic,32
334953,groovy,emo,16
334967,groovy,female vocalists,22
334971,groovy,folk,30
334985,groovy,funk,70
334987,groovy,funky,56
335007,groovy,hard rock,18
335017,groovy,indie,49
335019,groovy,indie pop,15
335020,groovy,indie rock,25
335025,groovy,instrumental,17
335029,groovy,jazz,62
335032,groovy,jecks,74
335050,groovy,male vocalists,29
335055,groovy,metal,32
335059,groovy,mistagged artist,23
335060,groovy,motown,16
335062,groovy,mysterious,23
335075,groovy,oldies,15
335081,groovy,pop,71
335103,groovy,reggae,18
335109,groovy,rock,78
335122,groovy,singer-songwriter,44
335130,groovy,soul,71
335154,groovy,unknown,24
335841,guilty pleasure,00s,26
335857,guilty pleasure,<3,23
335867,guilty pleasure,Awesome,16
335878,guilty pleasure,Brutal Death Metal,15
335890,guilty pleasure,Demi Lovato,32
335893,guilty pleasure,Disney,48
335925,guilty pleasure,Hip-Hop,23
335950,guilty pleasure,Love,23
335955,guilty pleasure,Miley Cyrus,31
335963,guilty pleasure,Officially Shit,15
335982,guilty pleasure,Selena Gomez,15
335998,guilty pleasure,USA,25
336019,guilty pleasure,alternative,17
336023,guilty pleasure,amazing,26
336027,guilty pleasure,american,54
336044,guilty pleasure,beautiful,23
336124,guilty pleasure,cute,16
336125,guilty pleasure,dance,77
336126,guilty pleasure,dance pop,20
336127,guilty pleasure,dance-pop,21
336156,guilty pleasure,electronic,26
336159,guilty pleasure,electropop,19
336170,guilty pleasure,female,27
336178,guilty pleasure,female vocalist,40
336179,guilty pleasure,female vocalists,87
336225,guilty pleasure,hot,17
336297,guilty pleasure,male vocalists,16
336347,guilty pleasure,pop,95
336352,guilty pleasure,pop rock,55
336373,guilty pleasure,r&b,17
336383,guilty pleasure,rnb,32
336384,guilty pleasure,rock,43
336395,guilty pleasure,sexy,42
336400,guilty pleasure,singer-songwriter,19
336418,guilty pleasure,teen pop,42
336440,guilty pleasure,urban,19
336463,guitar,00s,38
336470,guitar,60s,67
336471,guitar,70s,65
336474,guitar,80s,105
336476,guitar,90s,33
336480,guitar,Acid Rock,15
336482,guitar,Acoustic Rock,25
336486,guitar,Alt-country,15
336560,guitar,Latin Rock,26
336564,guitar,Lo-Fi,18
336566,guitar,Love,25
336569,guitar,Mellow,52
336600,guitar,Progressive rock,34
336602,guitar,Psychedelic Rock,55
336613,guitar,Rock and Roll,21
336645,guitar,UK,18
336647,guitar,USA,45
336656,guitar,acoustic,86
336665,guitar,alternative,104
336667,guitar,alternative rock,46
336670,guitar,american,92
336671,guitar,americana,19
336688,guitar,beautiful,20
336693,guitar,blues,241
336694,guitar,blues rock,125
336695,guitar,blues-rock,18
336698,guitar,british,54
336717,guitar,chill,44
336719,guitar,chillout,41
336723,guitar,classic,26
336726,guitar,classic rock,267
336737,guitar,country,21
336762,guitar,easy listening,17
336781,guitar,experimental,26
336783,guitar,favorites,42
336800,guitar,folk,86
336804,guitar,folk rock,47
336807,guitar,folk-rock,22
336813,guitar,funk,16
336818,guitar,genius,17
336825,guitar,god,22
336835,guitar,guitar virtuoso,42
336842,guitar,hard rock,112
336847,guitar,heavy metal,16
336857,guitar,indie,82
336859,guitar,indie folk,36
336860,guitar,indie pop,33
336861,guitar,indie rock,43
336865,guitar,instrumental,18
336883,guitar,jazz,33
336898,guitar,latin,63
336900,guitar,legend,16
336915,guitar,male vocalists,82
336920,guitar,metal,21
336959,guitar,oldies,27
336975,guitar,pop,94
336977,guitar,pop rock,29
336993,guitar,psychedelic,76
337012,guitar,rock,348
337014,guitar,rock n roll,21
337037,guitar,singer-songwriter,114
337044,guitar,soft rock,24
337048,guitar,soul,25
337245,guitar virtuoso,60s,21
337246,guitar virtuoso,70s,24
337247,guitar virtuoso,80s,19
337275,guitar virtuoso,Psychedelic Rock,18
337288,guitar virtuoso,american,21
337294,guitar virtuoso,blues,32
337295,guitar virtuoso,blues rock,32
337301,guitar virtuoso,classic rock,42
337325,guitar virtuoso,guitar,42
337329,guitar virtuoso,hard rock,32
337361,guitar virtuoso,psychedelic,17
337366,guitar virtuoso,rock,43
337725,guys I would fuck,male vocalists,19
337750,guys I would fuck,pop,20
337773,guys I would fuck,rock,15
337780,guys I would fuck,sexy,18
337883,gym class heroes,Asher Roth,18
337887,gym class heroes,Eminem,22
337892,gym class heroes,Hip-Hop,22
337898,gym class heroes,Lil Wayne,22
337901,gym class heroes,Mac Dre,22
337904,gym class heroes,New Orleans,22
337912,gym class heroes,The Cool Kids,22
337913,gym class heroes,The Pack,18
337922,gym class heroes,g-eazy,22
337923,gym class heroes,hip hop,22
337928,gym class heroes,juvenile,22
337930,gym class heroes,kidz in the hall,18
337939,gym class heroes,pnc,22
337943,gym class heroes,rap,22
338040,hair metal,70s,20
338042,hair metal,80s,190
338046,hair metal,90s,15
338058,hair metal,Glam Metal,53
338081,hair metal,american,26
338090,hair metal,classic rock,160
338103,hair metal,glam rock,45
338106,hair metal,hard rock,205
338108,hair metal,heavy metal,127
338118,hair metal,metal,53
338128,hair metal,rock,188
338138,hair metal,swedish,16
338900,happy,00s,21
338989,happy,alternative,32
338994,happy,american,20
339029,happy,dance,21
339042,happy,electronic,24
339066,happy,fun,16
339078,happy,indie,30
339081,happy,indie pop,26
339082,happy,indie rock,20
339104,happy,male vocalists,27
339125,happy,pop,34
339131,happy,power pop,15
339146,happy,rock,28
339319,hard rock,00s,77
339327,hard rock,3 Doors Down,17
339329,hard rock,60s,168
339332,hard rock,70s,389
339335,hard rock,80s,836
339342,hard rock,90s,199
339352,hard rock,AOR,81
339354,hard rock,Acid Rock,23
339364,hard rock,American Idol,27
339374,hard rock,Awesome,22
339398,hard rock,California,28
339399,hard rock,Canadian,79
339408,hard rock,Comedy Rock,19
339437,hard rock,Experimental Rock,22
339450,hard rock,Funk Rock,18
339454,hard rock,Garage Rock,84
339458,hard rock,Glam Metal,56
339459,hard rock,Gothic,22
339460,hard rock,Gothic Metal,15
339463,hard rock,Grunge,359
339472,hard rock,Hip-Hop,21
339527,hard rock,NWOBHM,61
339539,hard rock,Nu Metal,478
339540,hard rock,Nu-metal,128
339555,hard rock,Pop-Rock,23
339557,hard rock,Post Grunge,40
339564,hard rock,Power metal,26
339567,hard rock,Progressive,66
339570,hard rock,Progressive metal,45
339571,hard rock,Progressive rock,366
339574,hard rock,Psychedelic Rock,114
339595,hard rock,Rock and Roll,75
339606,hard rock,Shock Rock,27
339616,hard rock,Soundtrack,22
339617,hard rock,Southern Rock,121
339621,hard rock,Stoner Rock,139
339652,hard rock,UK,51
339653,hard rock,USA,124
339665,hard rock,acoustic,40
339672,hard rock,alternative,1473
339674,hard rock,alternative metal,627
339676,hard rock,alternative rock,1484
339680,hard rock,american,453
339686,hard rock,arena rock,28
339690,hard rock,art rock,35
339696,hard rock,australian,64
339723,hard rock,blues,134
339724,hard rock,blues rock,233
339725,hard rock,blues-rock,24
339729,hard rock,boston,20
339743,hard rock,british,243
339746,hard rock,britpop,16
339762,hard rock,christian,73
339766,hard rock,christian rock,123
339768,hard rock,classic,36
339770,hard rock,classic metal,20
339771,hard rock,classic rock,1949
339776,hard rock,comedy,50
339780,hard rock,country,19
339782,hard rock,country rock,17
339788,hard rock,crossover,64
339796,hard rock,danish,27
339806,hard rock,death metal,26
339816,hard rock,doom metal,24
339830,hard rock,electronic,40
339835,hard rock,elvis metal,27
339836,hard rock,emo,87
339840,hard rock,english,17
339844,hard rock,experimental,82
339848,hard rock,favorites,56
339854,hard rock,female vocalist,30
339855,hard rock,female vocalists,201
339863,hard rock,folk,48
339864,hard rock,folk rock,42
339872,hard rock,funk,45
339873,hard rock,funk metal,35
339874,hard rock,funky,16
339877,hard rock,garage,21
339883,hard rock,german,46
339885,hard rock,glam,22
339888,hard rock,glam rock,195
339894,hard rock,god,23
339909,hard rock,groove metal,31
339910,hard rock,groovy,18
339913,hard rock,guitar,112
339915,hard rock,guitar virtuoso,32
339917,hard rock,hair metal,205
339920,hard rock,hardcore,115
339925,hard rock,heavy metal,984
339943,hard rock,indie,180
339946,hard rock,indie rock,125
339947,hard rock,industrial,103
339948,hard rock,industrial metal,84
339949,hard rock,industrial rock,30
339950,hard rock,instrumental,17
339954,hard rock,irish,36
339964,hard rock,jazz,29
339967,hard rock,jecks,20
339985,hard rock,legend,21
339999,hard rock,male vocalists,150
340019,hard rock,melodic rock,34
340020,hard rock,metal,1342
340022,hard rock,metalcore,92
340026,hard rock,mike patton,22
340030,hard rock,mod,16
340032,hard rock,modern rock,22
340048,hard rock,new wave,26
340073,hard rock,oldies,50
340091,hard rock,political,47
340094,hard rock,pop,209
340096,hard rock,pop punk,24
340097,hard rock,pop rock,95
340099,hard rock,post-grunge,389
340100,hard rock,post-hardcore,21
340101,hard rock,post-punk,29
340115,hard rock,proto-punk,36
340116,hard rock,psychedelic,140
340120,hard rock,psycho metal,16
340123,hard rock,punk,178
340126,hard rock,punk rawk,19
340127,hard rock,punk rock,107
340134,hard rock,rap,24
340135,hard rock,rap metal,24
340139,hard rock,rapcore,78
340154,hard rock,rock,3660
340156,hard rock,rock n roll,49
340159,hard rock,rockabilly,27
340176,hard rock,screamo,28
340178,hard rock,seattle,30
340184,hard rock,sex symbol,15
340190,hard rock,singer-songwriter,65
340195,hard rock,sloppy,16
340198,hard rock,soft rock,53
340199,hard rock,soul,28
340207,hard rock,speed metal,58
340213,hard rock,stoner,16
340218,hard rock,swedish,20
340252,hard rock,thrash,17
340253,hard rock,thrash metal,86
340294,hardcore,00s,22
340305,hardcore,80s,22
340306,hardcore,90s,41
340312,hardcore,All,25
340321,hardcore,Awesome,18
340336,hardcore,California,16
340377,hardcore,Gabber,16
340387,hardcore,Grunge,18
340389,hardcore,Hard,16
340391,hardcore,Hip-Hop,40
340417,hardcore,Mainstream Hardcore,16
340419,hardcore,Melodic Death Metal,39
340429,hardcore,Nintendocore,43
340432,hardcore,Nu Metal,65
340433,hardcore,Nu-metal,34
340446,hardcore,Pop-punk,22
340457,hardcore,Progressive metal,21
340458,hardcore,Progressive rock,16
340505,hardcore,USA,51
340513,hardcore,acoustic,20
340517,hardcore,alternative,186
340520,hardcore,alternative metal,62
340523,hardcore,alternative rock,122
340528,hardcore,american,144
340530,hardcore,ana,16
340563,hardcore,breda,16
340565,hardcore,british,47
340592,hardcore,core,16
340596,hardcore,crossover,21
340599,hardcore,dance,41
340609,hardcore,death metal,48
340610,hardcore,deathcore,47
340634,hardcore,electro,15
340636,hardcore,electronic,119
340639,hardcore,electronica,34
340643,hardcore,elektro-gabba-schranz-hardcore,16
340645,hardcore,emo,155
340647,hardcore,emocore,84
340657,hardcore,experimental,49
340666,hardcore,favorites,22
340674,hardcore,female vocalists,33
340680,hardcore,folk,20
340695,hardcore,funk,30
340697,hardcore,funky,18
340719,hardcore,groove metal,61
340723,hardcore,hard rock,115
340726,hardcore,hardcore punk,78
340728,hardcore,hardcore techno,16
340730,hardcore,hardmony,16
340732,hardcore,heavy metal,115
340734,hardcore,hip hop,26
340735,hardcore,hiphop,23
340742,hardcore,horror punk,26
340748,hardcore,immune,16
340751,hardcore,indie,80
340753,hardcore,indie pop,21
340754,hardcore,indie rock,36
340755,hardcore,industrial,35
340798,hardcore,male vocalists,24
340809,hardcore,melodic hardcore,128
340812,hardcore,melodic metalcore,28
340816,hardcore,metal,277
340817,hardcore,metalcore,308
340835,hardcore,mythology,16
340865,hardcore,nul,16
340873,hardcore,omi,16
340882,hardcore,political,24
340885,hardcore,pop,52
340886,hardcore,pop punk,149
340887,hardcore,pop rock,16
340898,hardcore,post-hardcore,213
340908,hardcore,psychedelic,18
340916,hardcore,punk,243
340918,hardcore,punk rock,211
340924,hardcore,rap,76
340929,hardcore,rapcore,63
340933,hardcore,reggae,74
340938,hardcore,rock,281
340946,hardcore,screamo,249
340955,hardcore,shoegaze,17
340958,hardcore,ska,19
340995,hardcore,the third movement,16
340999,hardcore,thrash,16
341000,hardcore,thrash metal,90
341008,hardcore,trancecore,60
341013,hardcore,ttm,16
341017,hardcore,under 2000 listeners,27
341150,hardcore hip-hop,Hip-Hop,37
341175,hardcore hip-hop,alternative hip-hop,15
341178,hardcore hip-hop,american,16
341186,hardcore hip-hop,detroit,19
341201,hardcore hip-hop,experimental hip-hop,20
341227,hardcore hip-hop,hip hop,27
341260,hardcore hip-hop,rap,37
341281,hardcore hip-hop,underground hip-hop,36
341323,hardcore punk,alternative,49
341327,hardcore punk,alternative rock,31
341328,hardcore punk,american,35
341345,hardcore punk,emo,29
341365,hardcore punk,hardcore,78
341370,hardcore punk,horror punk,38
341380,hardcore punk,melodic hardcore,34
341392,hardcore punk,political,16
341395,hardcore punk,pop punk,22
341396,hardcore punk,post-hardcore,18
341398,hardcore punk,punk,91
341399,hardcore punk,punk rock,89
341406,hardcore punk,rock,58
341449,hardcore rap,Gangsta Rap,18
341452,hardcore rap,Hip-Hop,21
341487,hardcore rap,american,16
341546,hardcore rap,hip hop,21
341547,hardcore rap,hiphop,17
341587,hardcore rap,rap,21
341628,hardcore techno,Gabber,16
341629,hardcore techno,Hard,16
341630,hardcore techno,Mainstream Hardcore,16
341631,hardcore techno,ana,16
341632,hardcore techno,breda,16
341633,hardcore techno,core,16
341634,hardcore techno,dance,16
341635,hardcore techno,electronic,16
341636,hardcore techno,elektro-gabba-schranz-hardcore,16
341637,hardcore techno,hardcore,16
341638,hardcore techno,hardmony,16
341639,hardcore techno,hiphop,16
341640,hardcore techno,immune,16
341641,hardcore techno,industrial,16
341642,hardcore techno,mythology,16
341643,hardcore techno,nul,16
341644,hardcore techno,omi,16
341645,hardcore techno,reggae,16
341646,hardcore techno,the third movement,16
341647,hardcore techno,ttm,16
341648,hardcore techno,under 2000 listeners,16
341692,hardmony,Gabber,16
341693,hardmony,Hard,16
341694,hardmony,Mainstream Hardcore,16
341695,hardmony,ana,16
341696,hardmony,breda,16
341697,hardmony,core,16
341698,hardmony,dance,16
341699,hardmony,electronic,16
341700,hardmony,elektro-gabba-schranz-hardcore,16
341701,hardmony,hardcore,16
341702,hardmony,hardcore techno,16
341703,hardmony,hiphop,16
341704,hardmony,immune,16
341705,hardmony,industrial,16
341706,hardmony,mythology,16
341707,hardmony,nul,16
341708,hardmony,omi,16
341709,hardmony,reggae,16
341710,hardmony,the third movement,16
341711,hardmony,ttm,16
341712,hardmony,under 2000 listeners,16
343311,heartland rock,USA,17
343316,heartland rock,alternative,25
343321,heartland rock,american,31
343322,heartland rock,americana,18
343347,heartland rock,folk,30
343349,heartland rock,folk rock,25
343363,heartland rock,indie,18
