,tag_1,tag_2,count
343367,heartland rock,indie rock,17
343377,heartland rock,male vocalists,15
343396,heartland rock,pop,21
343408,heartland rock,rock,28
343416,heartland rock,singer-songwriter,15
343751,heavy metal,00s,25
343756,heavy metal,70s,95
343758,heavy metal,80s,257
343763,heavy metal,90s,62
343834,heavy metal,Female fronted metal,15
343842,heavy metal,Glam Metal,55
343844,heavy metal,Gothic,16
343845,heavy metal,Gothic Metal,15
343847,heavy metal,Grunge,43
343876,heavy metal,Melodic Death Metal,38
343890,heavy metal,NWOBHM,72
343894,heavy metal,Nu Metal,147
343895,heavy metal,Nu-metal,88
343912,heavy metal,Power metal,188
343913,heavy metal,Progressive,26
343915,heavy metal,Progressive metal,56
343916,heavy metal,Progressive rock,111
343917,heavy metal,Psychedelic Rock,21
343934,heavy metal,Rock and Roll,19
343943,heavy metal,Shock Rock,22
343962,heavy metal,Swedish Metal,15
343977,heavy metal,USA,56
343991,heavy metal,alternative,181
343992,heavy metal,alternative metal,163
343993,heavy metal,alternative rock,125
343995,heavy metal,american,180
344018,heavy metal,black metal,18
344020,heavy metal,blues,17
344021,heavy metal,blues rock,35
344025,heavy metal,brazilian,19
344029,heavy metal,british,82
344049,heavy metal,classic metal,20
344050,heavy metal,classic rock,551
344058,heavy metal,crossover,18
344062,heavy metal,danish,40
344070,heavy metal,death metal,81
344079,heavy metal,doom metal,30
344091,heavy metal,elvis metal,51
344092,heavy metal,emo,35
344099,heavy metal,experimental,21
344112,heavy metal,female vocalist,16
344113,heavy metal,female vocalists,27
344116,heavy metal,finnish,44
344117,heavy metal,finnish metal,15
344133,heavy metal,german,56
344136,heavy metal,glam rock,92
344148,heavy metal,groove metal,143
344151,heavy metal,guitar,16
344155,heavy metal,hair metal,127
344157,heavy metal,hard rock,984
344158,heavy metal,hardcore,115
344173,heavy metal,indie,29
344177,heavy metal,industrial,41
344178,heavy metal,industrial metal,35
344179,heavy metal,industrial rock,16
344180,heavy metal,instrumental,32
344183,heavy metal,irish,31
344206,heavy metal,male vocalists,32
344217,heavy metal,melodic metal,38
344218,heavy metal,melodic metalcore,17
344220,heavy metal,metal,1153
344222,heavy metal,metalcore,136
344274,heavy metal,pop,25
344279,heavy metal,post-grunge,37
344293,heavy metal,psychedelic,23
344296,heavy metal,psycho metal,15
344300,heavy metal,punk,34
344319,heavy metal,rock,850
344321,heavy metal,rock n roll,24
344324,heavy metal,rockabilly,65
344335,heavy metal,screamo,18
344355,heavy metal,speed metal,196
344359,heavy metal,swedish,56
344362,heavy metal,symphonic metal,65
344375,heavy metal,thrash,58
344376,heavy metal,thrash metal,365
344382,heavy metal,trash metal,16
344391,heavy metal,war metal,26
345431,hip hop,00s,93
345441,hip hop,2010s,15
345447,hip hop,2pac,16
345454,hip hop,50 Cent,31
345460,hip hop,80s,16
345461,hip hop,90s,113
345475,hip hop,All,66
345480,hip hop,Asher Roth,18
345487,hip hop,BAKING SODA,50
345515,hip hop,Brooklyn,17
345521,hip hop,California,73
345523,hip hop,Canadian,36
345527,hip hop,Chris Brown,33
345540,hip hop,Crunk,81
345559,hip hop,Dirty South,188
345565,hip hop,Drake,19
345574,hip hop,East Coast,111
345585,hip hop,Eminem,73
345587,hip hop,F O R S E N B O Y S,16
345614,hip hop,G-funk,40
345616,hip hop,Gangsta Rap,405
345628,hip hop,Grime,29
345634,hip hop,Hip Hop/Rap,46
345636,hip hop,Hip-Hop,2661
345639,hip hop,House,57
345655,hip hop,Jazz Hop,67
345665,hip hop,Kanye West,38
345685,hip hop,Lil Wayne,52
345690,hip hop,Love,19
345692,hip hop,Ludacris,27
345694,hip hop,Lupe Fiasco,16
345700,hip hop,Mac Dre,22
345713,hip hop,Michigan,15
345741,hip hop,Nelly,33
345743,hip hop,Neo Soul,25
345744,hip hop,Neo-Soul,73
345745,hip hop,New Orleans,42
345757,hip hop,North Carolina,19
345762,hip hop,Officially Shit,24
345803,hip hop,Rave,15
345806,hip hop,Reggaeton,47
345839,hip hop,Stones throw,53
345849,hip hop,The Cool Kids,40
345851,hip hop,The Pack,18
345855,hip hop,Timbaland,16
345869,hip hop,UK,25
345871,hip hop,USA,81
345873,hip hop,United States,27
345880,hip hop,West Coast Rap,120
345884,hip hop,Wiz Khalifa,18
345898,hip hop,abstract hip-hop,34
345903,hip hop,acoustic,15
345907,hip hop,afrikaans,27
345928,hip hop,alternative,289
345930,hip hop,alternative hip hop,18
345931,hip hop,alternative hip-hop,102
345934,hip hop,alternative rap,166
345936,hip hop,alternative rock,42
345942,hip hop,ambient,32
345944,hip hop,american,459
345957,hip hop,atlanta,38
345959,hip hop,australia,31
345960,hip hop,australian,48
345988,hip hop,beats,24
346012,hip hop,big sean,26
346049,hip hop,breakbeat,16
346058,hip hop,british,57
346066,hip hop,cali,16
346076,hip hop,chicago,63
346080,hip hop,chill,23
346083,hip hop,chillout,103
346094,hip hop,clipse,17
346096,hip hop,cloud rap,19
346107,hip hop,compton,37
346131,hip hop,dance,307
346135,hip hop,dance-pop,21
346136,hip hop,dancehall,29
346153,hip hop,detroit,38
346163,hip hop,diva,16
346165,hip hop,dj,23
346169,hip hop,dmx,25
346176,hip hop,downtempo,52
346187,hip hop,dub,17
346189,hip hop,dubstep,31
346196,hip hop,east coast rap,114
346207,hip hop,electro,97
346215,hip hop,electronic,351
346218,hip hop,electronica,140
346219,hip hop,electropop,37
346221,hip hop,emo,18
346227,hip hop,experimental,124
346229,hip hop,experimental hip-hop,51
346230,hip hop,experimental rap,25
346244,hip hop,female,62
346252,hip hop,female vocalist,65
346253,hip hop,female vocalists,302
346286,hip hop,funk,226
346288,hip hop,funky,21
346299,hip hop,g-eazy,22
346304,hip hop,gangsta,42
346324,hip hop,glitch,21
346327,hip hop,glitch-hop,28
346332,hip hop,good music,33
346352,hip hop,gym class heroes,22
346357,hip hop,hardcore,26
346359,hip hop,hardcore hip-hop,27
346361,hip hop,hardcore rap,21
346379,hip hop,hiphop,174
346382,hip hop,hipster rap,32
346384,hip hop,hit u with that treintaiocho,16
346394,hip hop,hot,18
346406,hip hop,idm,21
346411,hip hop,indie,152
346416,hip hop,indie pop,19
346419,hip hop,indie rock,27
346424,hip hop,industrial,16
346429,hip hop,instrumental,55
346430,hip hop,instrumental hip hop,15
346431,hip hop,instrumental hip-hop,107
346447,hip hop,jazz,74
346468,hip hop,juvenile,40
346487,hip hop,kidz in the hall,18
346503,hip hop,latin,22
346509,hip hop,legend,24
346520,hip hop,london,15
346523,hip hop,los angeles,32
346547,hip hop,male vocalist,35
346548,hip hop,male vocalists,183
346561,hip hop,meme rap,18
346563,hip hop,metal,19
346586,hip hop,music to listen while you baking,16
346598,hip hop,neptunes,26
346610,hip hop,new york,155
346614,hip hop,next level beats,27
346648,hip hop,ofwgkta,19
346651,hip hop,old school,27
346663,hip hop,party,16
346680,hip hop,pittsburgh,34
346684,hip hop,pnc,22
346690,hip hop,pop,599
346694,hip hop,pop rock,15
346717,hip hop,producer,39
346721,hip hop,psychedelic,16
346726,hip hop,punk,32
346735,hip hop,queens,21
346740,hip hop,r and b,75
346743,hip hop,r&b,248
346744,hip hop,r'n'b,53
346750,hip hop,rap,2309
346758,hip hop,rapcore,55
346770,hip hop,reggae,99
346779,hip hop,rhythm and blues,52
346782,hip hop,rnb,761
346786,hip hop,rock,148
346818,hip hop,sexy,105
346825,hip hop,singer-songwriter,71
346835,hip hop,slow jams,23
346839,hip hop,smooth,16
346843,hip hop,soul,479
346853,hip hop,southern rap,116
346856,hip hop,spotify,15
346871,hip hop,swag,80
346892,hip hop,the game,15
346914,hip hop,trap,35
346921,hip hop,trip hop,19
346922,hip hop,trip-hop,76
346933,hip hop,turn up,33
346934,hip hop,turntablism,62
346936,hip hop,tyga,38
346947,hip hop,underground,28
346948,hip hop,underground hip hop,22
346949,hip hop,underground hip-hop,394
346951,hip hop,underground rap,82
346956,hip hop,urban,94
346962,hip hop,virginia,18
346981,hip hop,west coast,245
346997,hip hop,wonky,32
347011,hip hop,young money,32
347015,hip hop,yung dynasty,23
347017,hip hop,zef,21
347698,hip-house,Hip-Hop,42
347702,hip-house,UK Garage,15
347715,hip-house,electronic,42
347722,hip-house,female vocalists,42
347730,hip-house,rap,42
347785,hiphop,00s,35
347798,hiphop,90s,59
347820,hiphop,California,27
347841,hiphop,Dirty South,21
347845,hiphop,East Coast,37
347860,hiphop,G-funk,19
347861,hiphop,Gabber,16
347862,hiphop,Gangsta Rap,69
347871,hiphop,Hard,16
347873,hiphop,Hip-Hop,174
347879,hiphop,Jazz Hop,15
347900,hiphop,Mainstream Hardcore,16
347971,hiphop,USA,40
347975,hiphop,West Coast Rap,38
347993,hiphop,alternative,68
347996,hiphop,alternative hip-hop,29
347997,hiphop,alternative rap,49
348003,hiphop,american,134
348004,hiphop,ana,16
348042,hiphop,breda,16
348053,hiphop,chicago,15
348056,hiphop,chillout,17
348074,hiphop,core,16
348082,hiphop,dance,58
348111,hiphop,east coast rap,40
348123,hiphop,electronic,60
348124,hiphop,electronica,16
348126,hiphop,elektro-gabba-schranz-hardcore,16
348131,hiphop,experimental,17
348135,hiphop,female,18
348141,hiphop,female vocalist,15
348142,hiphop,female vocalists,23
348157,hiphop,funk,41
348165,hiphop,gangsta,36
348185,hiphop,hardcore,23
348188,hiphop,hardcore rap,17
348189,hiphop,hardcore techno,16
348190,hiphop,hardmony,16
348192,hiphop,hip hop,174
348206,hiphop,immune,16
348207,hiphop,indie,23
348211,hiphop,industrial,16
348222,hiphop,jazz,22
348257,hiphop,male vocalists,43
348272,hiphop,mythology,16
348282,hiphop,new york,47
348297,hiphop,nul,16
348302,hiphop,old school,20
348306,hiphop,omi,16
348319,hiphop,pop,75
348325,hiphop,producer,16
348340,hiphop,r and b,22
348343,hiphop,r&b,37
348344,hiphop,r'n'b,19
348348,hiphop,rap,173
348359,hiphop,reggae,29
348362,hiphop,rhythm and blues,17
348364,hiphop,rnb,76
348366,hiphop,rock,45
348376,hiphop,sexy,16
348378,hiphop,singer-songwriter,17
348386,hiphop,soul,66
348393,hiphop,southern rap,18
348415,hiphop,the third movement,16
348430,hiphop,ttm,16
348437,hiphop,under 2000 listeners,16
348440,hiphop,underground hip-hop,45
348443,hiphop,urban,37
348451,hiphop,west coast,39
348477,hippie,60s,22
348478,hippie,70s,15
348505,hippie,Psychedelic Rock,19
348516,hippie,alternative,16
348519,hippie,american,34
348525,hippie,blues,16
348536,hippie,classic rock,22
348556,hippie,female vocalists,18
348558,hippie,folk,32
348561,hippie,folk rock,28
348600,hippie,oldies,15
348601,hippie,pop,16
348604,hippie,psychedelic,26
348611,hippie,rock,32
349248,hipster rap,All,19
349256,hipster rap,Hip-Hop,44
349324,hipster rap,hip hop,32
349370,hipster rap,rap,44
349396,hipster rap,west coast,37
349524,hit u with that treintaiocho,BAKING SODA,16
349525,hit u with that treintaiocho,F O R S E N B O Y S,16
349526,hit u with that treintaiocho,Hip-Hop,16
349527,hit u with that treintaiocho,hip hop,16
349528,hit u with that treintaiocho,meme rap,16
349529,hit u with that treintaiocho,music to listen while you baking,16
349530,hit u with that treintaiocho,rap,16
349531,hit u with that treintaiocho,turn up,16
350620,horror punk,hardcore,26
350621,horror punk,hardcore punk,38
350643,horror punk,punk,96
350644,horror punk,punk rock,62
350691,hot,00s,26
350762,hot,Hip-Hop,20
350779,hot,Love,18
350852,hot,amazing,20
350857,hot,american,26
350877,hot,beautiful,22
350937,hot,dance,36
350939,hot,dance-pop,16
350958,hot,electronic,31
350970,hot,female,22
350972,hot,female vocalist,23
350973,hot,female vocalists,35
350997,hot,guilty pleasure,17
351005,hot,hip hop,18
351037,hot,latin,15
351041,hot,legend,17
351109,hot,pop,41
351112,hot,pop rock,16
351131,hot,r&b,22
351142,hot,rnb,28
351143,hot,rock,28
351152,hot,sexy,35
351159,hot,singer-songwriter,26
351169,hot,soul,16
351666,humour,EDM,37
351703,humour,dance,37
351705,humour,electronic,38
351757,humour,swedish,25
352673,i love you,Disney,31
352687,i love you,Nick Jonas,31
352721,i love you,jonas brothers,31
352728,i love you,male vocalists,31
352737,i love you,pop,31
352739,i love you,pop rock,31
352748,i love you,sexy,27
353175,iceland,alternative,26
353178,iceland,ambient,15
353187,iceland,chillout,16
353201,iceland,electronic,19
353209,iceland,female vocalists,15
353211,iceland,folk,41
353218,iceland,icelandic,52
353220,iceland,indie,49
353222,iceland,indie pop,39
353248,iceland,pop,15
353254,iceland,rock,17
353278,icelandic,Classical,48
353304,icelandic,alternative,134
353309,icelandic,ambient,135
353321,icelandic,chillout,68
353326,icelandic,contemporary classical,26
353337,icelandic,downtempo,25
353343,icelandic,electronic,102
353344,icelandic,electronica,33
353349,icelandic,experimental,84
353353,icelandic,female vocalists,142
353355,icelandic,folk,66
353364,icelandic,iceland,52
353366,icelandic,indie,125
353369,icelandic,indie pop,60
353373,icelandic,instrumental,75
353391,icelandic,modern classical,17
353398,icelandic,neoclassical,26
353404,icelandic,piano,29
353407,icelandic,pop,24
353408,icelandic,post rock,16
353410,icelandic,post-rock,113
353418,icelandic,rock,20
353427,icelandic,singer-songwriter,76
353438,icelandic,trip-hop,101
353492,idm,00s,16
353521,idm,BPitch Control,29
353546,idm,Drum and bass,17
353568,idm,Hip-Hop,77
353570,idm,House,28
353583,idm,Lo-Fi,42
353625,idm,UK,24
353630,idm,Warp,30
353632,idm,abstract,20
353634,idm,abstract hip-hop,25
353641,idm,alternative,41
353646,idm,ambient,498
353650,idm,american,42
353656,idm,atmospheric,26
353666,idm,beats,22
353684,idm,british,71
353697,idm,chill,33
353700,idm,chillout,222
353702,idm,chillwave,45
353716,idm,dance,21
353725,idm,deep house,15
353737,idm,downtempo,279
353741,idm,dub,18
353742,idm,dubstep,65
353746,idm,electro,58
353752,idm,electronic,821
353757,idm,electronica,395
353767,idm,experimental,372
353780,idm,folk,23
353783,idm,folktronica,31
353791,idm,future garage,20
353802,idm,german,24
353806,idm,glitch,184
353807,idm,glitch hop,23
353809,idm,glitch-hop,93
353810,idm,glo-fi,21
353826,idm,hip hop,21
353835,idm,indie,80
353838,idm,indie electronic,16
353841,idm,indie pop,15
353842,idm,indie rock,20
353844,idm,indietronica,41
353849,idm,instrumental,96
353851,idm,instrumental hip-hop,35
353855,idm,jazz,30
353870,idm,lounge,19
353886,idm,microhouse,19
353888,idm,minimal,59
353893,idm,minimal techno,19
353911,idm,ninja tune,60
353917,idm,nu jazz,16
353935,idm,pop,17
353939,idm,post-dubstep,17
353940,idm,post-rock,35
353947,idm,psychedelic,50
353964,idm,rock,17
354006,idm,techno,101
354019,idm,trip hop,18
354020,idm,trip-hop,131
354050,idm,wonky,32
354329,immune,Gabber,16
354330,immune,Hard,16
354331,immune,Mainstream Hardcore,16
354332,immune,ana,16
354333,immune,breda,16
354334,immune,core,16
354335,immune,dance,16
354336,immune,electronic,16
354337,immune,elektro-gabba-schranz-hardcore,16
354338,immune,hardcore,16
354339,immune,hardcore techno,16
354340,immune,hardmony,16
354341,immune,hiphop,16
354342,immune,industrial,16
354343,immune,mythology,16
354344,immune,nul,16
354345,immune,omi,16
354346,immune,reggae,16
354347,immune,the third movement,16
354348,immune,ttm,16
354349,immune,under 2000 listeners,16
354635,incubus,alternative,19
354637,incubus,alternative rock,19
354650,incubus,indie,19
354662,incubus,rock,19
354794,indie,00s,521
354802,indie,10s,253
354815,indie,2000s,30
354819,indie,2010s,139
354825,indie,2014,30
354835,indie,4ad,29
354842,indie,60s,64
354845,indie,70s,104
354850,indie,80s,401
354855,indie,80s-influenced,24
354859,indie,90s,500
354873,indie,Acoustic Rock,96
354878,indie,Adult Alternative,15
354879,indie,Afie Jurvanen,18
354882,indie,Albanian,16
354885,indie,All,250
354888,indie,Alt-country,605
354891,indie,Alternative Folk,31
354910,indie,Aussie,24
354913,indie,Avant-Garde,84
354917,indie,Awesome,90
354922,indie,BIRP,17
354927,indie,Baltimore,17
354969,indie,Bossa Nova,53
354975,indie,Bright Eyes,17
354980,indie,Britrock,22
354982,indie,Brooklyn,48
354996,indie,California,166
354999,indie,Canadian,789
355019,indie,Classical,51
355025,indie,Coldplay,19
355048,indie,Danger Mouse,32
355068,indie,Disco,70
355077,indie,Dreamy,145
355079,indie,Drum and bass,18
355095,indie,Electro Pop,91
355100,indie,Electroclash,49
355107,indie,Elephant 6,56
355114,indie,Energetic,18
355121,indie,Experimental Rock,115
355133,indie,Favorite,39
355138,indie,Favourites,29
355141,indie,Female Voices,37
355159,indie,Funk Rock,31
355160,indie,Fusion,18
355163,indie,Fuzz-Folk,35
355170,indie,Garage Punk,24
355171,indie,Garage Rock,530
355175,indie,George Ellias,19
355190,indie,Gothic,38
355192,indie,Gothic Rock,27
355193,indie,Great Lyricists,27
355197,indie,Grime,38
355201,indie,Grunge,248
355206,indie,Gypsy,39
355220,indie,Hip-Hop,311
355229,indie,House,120
355252,indie,Indietronic,19
355267,indie,Jam,16
355314,indie,Kitsune,26
355327,indie,LastfmSC,31
355331,indie,Leeds,20
355336,indie,Like,34
355340,indie,Lo-Fi,1562
355345,indie,Love,120
355367,indie,Manchester,84
