,tag_1,tag_2,count,number_of_pairs_x,number_of_pairs_y,totalPairs,pair_percent_of_total,pair_percent_of_x,pair_percent_of_y,perc_x_y_sum,score
3803,kickasstic,alternative,46,1080,114909,2435982,1.88835549688e-05,0.0425925925926,0.000400316772403,0.042992909365,0.0321974605299
3804,latin,alternative,66,1760,114909,2435982,2.70937962596e-05,0.0375,0.000574367543012,0.038074367543,0.0583567394568
3805,legend,alternative,46,2096,114909,2435982,1.88835549688e-05,0.0219465648855,0.000400316772403,0.0223468816579,0.0165902945479
3806,liverpool,alternative,25,149,114909,2435982,1.02628016135e-05,0.167785234899,0.000217563463262,0.168002798363,0.0374632661376
3807,london,alternative,108,2125,114909,2435982,4.43353029702e-05,0.0508235294118,0.000939874161293,0.0517634035731,0.211779643061
3808,los angeles,alternative,80,1484,114909,2435982,3.28409651631e-05,0.0539083557951,0.000696203082439,0.0546045588776,0.123255963217
3809,lounge,alternative,64,2943,114909,2435982,2.62727721305e-05,0.0217465171594,0.000556962465951,0.0223034796253,0.0318215653756
3810,love at first listen,alternative,16,329,114909,2435982,6.56819303263e-06,0.048632218845,0.000139240616488,0.0487714594615,0.00444770454504
3811,madchester,alternative,59,398,114909,2435982,2.42202118078e-05,0.14824120603,0.000513449773299,0.148754655803,0.184350721974
3812,male vocalist,alternative,54,1875,114909,2435982,2.21676514851e-05,0.0288,0.000469937080646,0.0292699370806,0.0300021161003
3813,male vocalists,alternative,920,24312,114909,2435982,0.000377671099376,0.0378413951958,0.00800633544805,0.0458477306438,11.4423354302
3814,melancholic,alternative,113,2918,114909,2435982,4.63878632929e-05,0.0387251542152,0.000983386853945,0.0397085410692,0.176653368361
3815,melancholy,alternative,116,2968,114909,2435982,4.76193994865e-05,0.0390835579515,0.00100949446954,0.040093052421,0.187880605432
3816,melodic hardcore,alternative,34,778,114909,2435982,1.39574101943e-05,0.0437017994859,0.000295886310037,0.0439976857959,0.0180479979952
3817,melodic metal,alternative,32,732,114909,2435982,1.31363860653e-05,0.0437158469945,0.000278481232976,0.0439943282275,0.015992292845
3818,metal,alternative,1200,19300,114909,2435982,0.000492614477447,0.0621761658031,0.0104430462366,0.0726192120397,31.9858804028
3819,metalcore,alternative,48,3127,114909,2435982,1.97045790979e-05,0.0153501758874,0.000417721849463,0.0157678977369,0.0126347807719
3820,mike patton,alternative,44,268,114909,2435982,1.80625308397e-05,0.164179104478,0.000382911695342,0.164562016173,0.113552085621
3821,minimal,alternative,50,3132,114909,2435982,2.0525603227e-05,0.0159642401022,0.000435126926524,0.0163993670287,0.0142580502031
3822,minimal ambient,alternative,38,1090,114909,2435982,1.55994584525e-05,0.0348623853211,0.000330696464159,0.0351930817853,0.0179844090472
3823,minimal piano,alternative,29,845,114909,2435982,1.19048498716e-05,0.0343195266272,0.000252373617384,0.0345719002446,0.0103111989076
3824,minimalism,alternative,47,2076,114909,2435982,1.92940670333e-05,0.0226396917148,0.000409019310933,0.0230487110258,0.0178664432632
3825,minimalist,alternative,47,1577,114909,2435982,1.92940670333e-05,0.0298034242232,0.000409019310933,0.0302124435341,0.0235198073649
3826,mistagged artist,alternative,29,598,114909,2435982,1.19048498716e-05,0.0484949832776,0.000252373617384,0.048747356895,0.0145701723694
3827,modern classical,alternative,43,2021,114909,2435982,1.76520187752e-05,0.0212765957447,0.000374209156811,0.0216508049015,0.0140543554508
3828,modern composition,alternative,30,869,114909,2435982,1.23153619362e-05,0.0345224395857,0.000261076155915,0.0347835157416,0.0110998182497
3829,modern rock,alternative,26,192,114909,2435982,1.0673313678e-05,0.135416666667,0.000226266001793,0.135642932668,0.0327032334932
3830,mysterious,alternative,29,629,114909,2435982,1.19048498716e-05,0.0461049284579,0.000252373617384,0.0463573020753,0.0138520875627
3831,need more,alternative,17,146,114909,2435982,6.97870509716e-06,0.116438356164,0.000147943155018,0.116586299319,0.0120216972947
3832,neo classical,alternative,22,670,114909,2435982,9.03126541986e-06,0.0328358208955,0.000191455847671,0.0330272767432,0.00567760428104
3833,neo-classical,alternative,41,1383,114909,2435982,1.68309946461e-05,0.0296456977585,0.00035680407975,0.0300025018382,0.0178033311493
3834,neoclassical,alternative,47,2074,114909,2435982,1.92940670333e-05,0.0226615236258,0.000409019310933,0.0230705429368,0.0178836722345
3835,new age,alternative,36,1593,114909,2435982,1.47784343234e-05,0.0225988700565,0.000313291387098,0.0229121614436,0.0104631778267
3836,new jersey,alternative,30,234,114909,2435982,1.23153619362e-05,0.128205128205,0.000261076155915,0.128466204361,0.0412211199102
3837,new rave,alternative,52,1616,114909,2435982,2.1346627356e-05,0.0321782178218,0.000452532003585,0.0326307498254,0.0310842615381
3838,new romantic,alternative,29,548,114909,2435982,1.19048498716e-05,0.0529197080292,0.000252373617384,0.0531720816466,0.0158995676586
3839,new wave,alternative,636,12368,114909,2435982,0.000261085673047,0.0514230271669,0.00553481450539,0.0569578416723,7.43093992505
3840,new york,alternative,178,3955,114909,2435982,7.3071147488e-05,0.0450063211125,0.00154905185843,0.0465553729709,0.509431034964
3841,ninja tune,alternative,17,1316,114909,2435982,6.97870509716e-06,0.0129179331307,0.000147943155018,0.0130658762857,0.00133371413756
3842,no wave,alternative,21,528,114909,2435982,8.62075335532e-06,0.0397727272727,0.00018275330914,0.0399554805819,0.00626607864816
3843,noise,alternative,141,2617,114909,2435982,5.78822011e-05,0.053878486817,0.0012270579328,0.0551055447498,0.382670950627
3844,noise pop,alternative,110,2096,114909,2435982,4.51563270993e-05,0.0524809160305,0.000957279238354,0.0534381952689,0.226860380981
3845,noise rock,alternative,142,2422,114909,2435982,5.82927131645e-05,0.0586292320396,0.00123576047133,0.059864992511,0.4223405433
3846,norwegian,alternative,31,1391,114909,2435982,1.27258740007e-05,0.0222861250899,0.000269778694445,0.0225559037843,0.00765120488003
3847,not emo,alternative,25,290,114909,2435982,1.02628016135e-05,0.0862068965517,0.000217563463262,0.086424460015,0.0192483677741
3848,nu jazz,alternative,15,870,114909,2435982,6.15768096809e-06,0.0172413793103,0.000130538077957,0.0173719173883,0.00138588247974
3849,oldies,alternative,71,7830,114909,2435982,2.91463565823e-05,0.00906768837803,0.000617880235665,0.0096855686137,0.0163299616199
3850,ontario,alternative,23,187,114909,2435982,9.4417774844e-06,0.122994652406,0.000200158386201,0.123194810793,0.0232441559975
3851,party,alternative,17,256,114909,2435982,6.97870509716e-06,0.06640625,0.000147943155018,0.066554193155,0.00685612423839
3852,pay attention,alternative,46,1080,114909,2435982,1.88835549688e-05,0.0425925925926,0.000400316772403,0.042992909365,0.0321974605299
3853,piano,alternative,339,8911,114909,2435982,0.000139163589879,0.0380428683649,0.00295016056184,0.0409930289268,1.56186873299
3854,piano ambient,alternative,40,1296,114909,2435982,1.64204825816e-05,0.0308641975309,0.00034810154122,0.0312122990721,0.0176419607846
3855,piano rock,alternative,127,1162,114909,2435982,5.21350321965e-05,0.109294320138,0.00110522239337,0.110399542531,0.629762671512
3856,poetry,alternative,17,69,114909,2435982,6.97870509716e-06,0.246376811594,0.000147943155018,0.246524754749,0.0254372145656
3857,political,alternative,135,1073,114909,2435982,5.54191287128e-05,0.125815470643,0.00117484270162,0.126990313345,0.819168914375
3858,pop,alternative,3716,92415,114909,2435982,0.00152546283183,0.0402099226316,0.0323386331793,0.0725485558109,198.361109161
3859,pop punk,alternative,654,6184,114909,2435982,0.000268474890209,0.105756791721,0.00569146019894,0.11144825192,16.1597874423
3860,pop rock,alternative,767,14456,114909,2435982,0.000314862753501,0.0530575539568,0.00667484705289,0.0597324010097,11.1508977171
3861,pop-folk,alternative,15,90,114909,2435982,6.15768096809e-06,0.166666666667,0.000130538077957,0.166797204745,0.0133968639708
3862,portland,alternative,28,388,114909,2435982,1.14943378071e-05,0.0721649484536,0.000243671078854,0.0724086195325,0.0202122307826
3863,post rock,alternative,65,908,114909,2435982,2.6683284195e-05,0.0715859030837,0.000565665004482,0.0721515680882,0.108050330925
3864,post-classical,alternative,40,1424,114909,2435982,1.64204825816e-05,0.0280898876404,0.00034810154122,0.0284379891817,0.0160561665568
3865,post-dubstep,alternative,20,1126,114909,2435982,8.21024129078e-06,0.0177619893428,0.00017405077061,0.0179360401134,0.00253818618748
3866,post-grunge,alternative,462,3531,114909,2435982,0.000189656573817,0.130841121495,0.00402057280109,0.134861694296,9.97700268346
3867,post-hardcore,alternative,89,2321,114909,2435982,3.6535573744e-05,0.0383455407152,0.000774525929214,0.0391200666444,0.108509249423
3868,post-pop,alternative,65,297,114909,2435982,2.6683284195e-05,0.218855218855,0.000565665004482,0.21942088386,0.33033569185
3869,post-punk,alternative,998,10731,114909,2435982,0.00040969104041,0.0930015841953,0.00868513345343,0.101686717649,33.0920223457
3870,post-rock,alternative,272,5761,114909,2435982,0.000111659281555,0.0472140253428,0.00236709048029,0.0495811158231,1.24790267825
3871,power pop,alternative,141,2430,114909,2435982,5.78822011e-05,0.058024691358,0.0012270579328,0.0592517492908,0.412119291271
3872,powerpop,alternative,54,1431,114909,2435982,2.21676514851e-05,0.0377358490566,0.000469937080646,0.0382057861373,0.0393109487687
3873,private:watchlist,alternative,26,246,114909,2435982,1.0673313678e-05,0.105691056911,0.000226266001793,0.105917322912,0.0255244749215
3874,producer,alternative,26,468,114909,2435982,1.0673313678e-05,0.0555555555556,0.000226266001793,0.0557818215573,0.0134167111767
3875,prog-rnb,alternative,17,307,114909,2435982,6.97870509716e-06,0.0553745928339,0.000147943155018,0.0555225359889,0.00571715897403
3876,proto-punk,alternative,131,1895,114909,2435982,5.37770804546e-05,0.0691292875989,0.00114003254749,0.0702693201464,0.423815223514
3877,psychedelic,alternative,639,17611,114909,2435982,0.00026231720924,0.0362841405939,0.00556092212098,0.0418450627149,5.29286037272
3878,psychedelic folk,alternative,51,784,114909,2435982,2.09361152915e-05,0.0650510204082,0.000443829465055,0.0654948498732,0.0604458300201
3879,psychedelic pop,alternative,106,2301,114909,2435982,4.35142788411e-05,0.0460669274229,0.000922469084232,0.0469893965071,0.184915304523
3880,punk,alternative,1352,16620,114909,2435982,0.000555012311257,0.0813477737665,0.0117658320932,0.0931136058598,53.1215740651
3881,punk rock,alternative,883,10453,114909,2435982,0.000362482152988,0.084473356931,0.00768434152242,0.0921576984534,23.5295185133
3882,quirky,alternative,35,339,114909,2435982,1.43679222589e-05,0.103244837758,0.000304588848567,0.103549426607,0.0451831302064
3883,r and b,alternative,15,1361,114909,2435982,6.15768096809e-06,0.0110213078619,0.000130538077957,0.0111518459398,0.000885905773235
3884,r&b,alternative,137,7973,114909,2435982,5.62401528419e-05,0.0171829926,0.00119224777868,0.0183752403787,0.115215740999
3885,r'n'b,alternative,28,1276,114909,2435982,1.14943378071e-05,0.0219435736677,0.000243671078854,0.0221872447466,0.00614603882732
3886,radiohead,alternative,19,132,114909,2435982,7.79972922624e-06,0.143939393939,0.000165348232079,0.144104742171,0.0185634525204
3887,rap,alternative,280,19018,114909,2435982,0.000114943378071,0.0147228941003,0.00243671078854,0.0171596048889,0.412364367634
3888,rap metal,alternative,26,273,114909,2435982,1.0673313678e-05,0.0952380952381,0.000226266001793,0.0954643612399,0.0230000763029
3889,rap rock,alternative,18,100,114909,2435982,7.3892171617e-06,0.18,0.000156645693549,0.180156645694,0.0208348028474
3890,rapcore,alternative,248,1900,114909,2435982,0.000101806992006,0.130526315789,0.00215822955556,0.132684545345,2.86796152943
3891,reggae,alternative,163,3724,114909,2435982,6.69134665199e-05,0.0437701396348,0.00141851378047,0.0451886534153,0.415455986044
3892,relax,alternative,21,173,114909,2435982,8.62075335532e-06,0.121387283237,0.00018275330914,0.121570036546,0.0191242169146
3893,relaxing,alternative,27,353,114909,2435982,1.10838257426e-05,0.0764872521246,0.000234968540323,0.076722220665,0.0199199602295
3894,relevant magazine,alternative,19,128,114909,2435982,7.79972922624e-06,0.1484375,0.000165348232079,0.148602848232,0.0191435604116
3895,rhythm and blues,alternative,39,4064,114909,2435982,1.6009970517e-05,0.00959645669291,0.000339399002689,0.0099358556956,0.00521449195462
3896,riot grrrl,alternative,22,134,114909,2435982,9.03126541986e-06,0.164179104478,0.000191455847671,0.164370560325,0.0283880214052
3897,rnb,alternative,203,20299,114909,2435982,8.33339491014e-05,0.0100004926351,0.00176661532169,0.0117671079568,0.147226283826
3898,rock,alternative,12574,129905,114909,2435982,0.00516177869951,0.0967938108618,0.109425719482,0.206219530344,5467.21786674
3899,rock n roll,alternative,33,1587,114909,2435982,1.35468981298e-05,0.0207939508507,0.000287183771506,0.0210811346222,0.00808978114714
3900,romantic,alternative,19,577,114909,2435982,7.79972922624e-06,0.0329289428076,0.000165348232079,0.0330942910397,0.0042467517031
3901,russian,alternative,53,378,114909,2435982,2.17571394206e-05,0.140211640212,0.000461234542116,0.140672874754,0.140704403343
3902,russian rock,alternative,39,201,114909,2435982,1.6009970517e-05,0.194029850746,0.000339399002689,0.194369249749,0.105431319918
3903,sad,alternative,23,461,114909,2435982,9.4417774844e-06,0.0498915401302,0.000200158386201,0.0500916985164,0.009428757422
3904,sadcore,alternative,34,629,114909,2435982,1.39574101943e-05,0.0540540540541,0.000295886310037,0.0543499403641,0.0223232789193
3905,san francisco,alternative,15,52,114909,2435982,6.15768096809e-06,0.288461538462,0.000130538077957,0.288592076539,0.0231868799495
3906,scandinavian,alternative,97,1397,114909,2435982,3.98196702603e-05,0.0694345025054,0.000844146237457,0.0702786487428,0.233394531727
3907,scotland,alternative,38,422,114909,2435982,1.55994584525e-05,0.0900473933649,0.000330696464159,0.0903780898291,0.0464526205249
3908,screamo,alternative,158,2698,114909,2435982,6.48609061972e-05,0.058561897702,0.00137500108782,0.0599368987898,0.522277354311
3909,seattle,alternative,89,922,114909,2435982,3.6535573744e-05,0.0965292841649,0.000774525929214,0.0973038100941,0.273156147408
3910,seen live,alternative,16,47,114909,2435982,6.56819303263e-06,0.340425531915,0.000139240616488,0.340564772531,0.0311339318153
3911,sexy,alternative,81,4616,114909,2435982,3.32514772277e-05,0.017547660312,0.00070490562097,0.0182525659329,0.0411302298412
3912,shoegaze,alternative,446,6259,114909,2435982,0.000183088380784,0.0712573893593,0.0038813321846,0.0751387215439,5.06374123557
3913,siblings,alternative,18,168,114909,2435982,7.3892171617e-06,0.107142857143,0.000156645693549,0.107299502836,0.0124016683615
3914,singer songwriter,alternative,32,470,114909,2435982,1.31363860653e-05,0.068085106383,0.000278481232976,0.068363587616,0.0249071454522
3915,singer-songwriter,alternative,2644,53297,114909,2435982,0.00108539389864,0.0496087959923,0.0230095118746,0.0726183078669,123.894911094
3916,singer-songwriters,alternative,26,333,114909,2435982,1.0673313678e-05,0.0780780780781,0.000226266001793,0.0783043440799,0.0188559184105
3917,ska,alternative,248,1857,114909,2435982,0.000101806992006,0.133548734518,0.00215822955556,0.135706964074,2.93437097788
3918,ska punk,alternative,36,450,114909,2435982,1.47784343234e-05,0.08,0.000313291387098,0.0803132913871,0.0370396495065
3919,slowcore,alternative,45,1081,114909,2435982,1.84730429043e-05,0.0416281221092,0.000391614233872,0.042019736343,0.0301150596199
3920,soft,alternative,21,344,114909,2435982,8.62075335532e-06,0.0610465116279,0.00018275330914,0.061229264937,0.00961770211114
3921,soft rock,alternative,133,5822,114909,2435982,5.45981045837e-05,0.0228443833734,0.00115743762456,0.024001820998,0.14436256893
3922,someone special to me made me discover,alternative,50,755,114909,2435982,2.0525603227e-05,0.0662251655629,0.000435126926524,0.0666602924894,0.0591473022994
3923,songwriter,alternative,20,269,114909,2435982,8.21024129078e-06,0.0743494423792,0.00017405077061,0.0745234931498,0.0106245265692
3924,soul,alternative,550,28355,114909,2435982,0.000225781635496,0.0193969317581,0.00478639619177,0.0241833279498,2.09618832013
